,DRIBBLES,SHOT_DIST,CLOSE_DEF_DIST,TOUCH_TIME
4201,0,1.7,2.9,0.5
1705,0,23.6,2.7,0.7
3786,2,22.6,4.5,2.6
4877,0,1.7,1.4,0.8
2994,6,2.6,2.2,6.7
2037,7,26.2,5.5,5.2
5098,0,19.0,6.2,3.4
6119,2,10.7,0.6,3.5
2095,0,1.5,3.0,1.6
870,4,25.8,6.1,4.8
5505,0,2.5,1.1,0.7
4744,0,5.7,2.4,1.0
3049,6,11.9,4.8,4.7
6287,2,2.3,1.9,4.1
2656,6,24.8,3.7,6.0
4684,1,10.0,4.1,2.0
3502,4,17.2,5.3,4.0
4357,8,11.8,4.1,7.0
976,8,21.2,3.8,6.4
3352,4,12.1,5.7,4.1
957,3,4.8,0.7,3.0
3699,0,34.7,3.9,2.6
1340,0,25.5,3.0,0.8
1822,0,23.0,6.9,1.0
2329,5,20.1,6.2,5.2
1929,11,20.5,5.9,8.1
3880,0,6.5,11.8,2.4
5321,1,19.4,3.3,2.0
5329,0,24.6,6.7,0.8
353,2,6.3,2.8,3.0
1445,0,23.8,2.8,0.8
2726,1,22.4,5.7,1.2
5941,0,25.2,3.9,1.0
4256,6,20.5,3.7,8.1
3200,4,7.4,2.9,3.6
4830,1,1.7,1.2,2.5
5542,1,16.4,3.1,4.2
1385,0,23.2,10.1,1.2
5533,1,1.4,3.7,2.0
3721,1,5.0,2.7,2.0
501,8,3.0,2.1,8.1
3524,8,25.0,4.4,6.7
5588,0,24.6,5.9,1.1
6398,5,3.4,1.9,4.9
2104,2,5.6,3.2,2.9
2233,2,22.7,3.5,2.0
6005,0,2.9,5.1,1.3
1007,0,17.7,5.5,1.6
6069,1,14.8,2.0,3.6
4828,0,4.4,1.4,0.9
2171,4,2.0,2.2,4.4
4464,0,25.1,4.3,1.0
3216,0,24.0,4.5,0.8
6115,1,17.3,3.8,4.9
4672,0,5.7,3.0,0.5
1318,7,24.9,4.4,5.8
4589,0,14.9,4.2,0.1
3982,1,6.7,1.3,3.6
4429,2,4.4,2.0,1.8
1475,0,24.8,8.9,1.0
679,13,17.6,3.2,8.8
5070,0,3.4,2.3,0.3
3926,1,5.8,3.6,1.2
380,3,13.3,2.6,4.2
5302,4,12.0,3.8,5.6
4163,0,3.2,2.1,1.0
1882,4,3.4,3.1,4.2
477,6,14.9,4.1,9.8
5826,3,18.7,4.2,3.9
2382,0,23.0,2.4,0.8
6145,0,23.2,7.3,0.7
2359,5,3.7,1.4,5.7
425,6,25.6,4.1,7.0
4953,1,19.8,2.1,1.7
2255,3,1.2,3.6,3.5
1333,7,19.1,7.1,5.3
199,0,22.5,4.7,1.0
4696,1,9.5,0.1,1.1
1938,2,11.8,2.2,1.8
143,0,23.8,4.0,1.0
3820,14,29.4,6.0,13.3
4345,12,26.8,4.6,11.6
5633,3,18.1,3.3,3.3
304,10,4.8,2.2,12.0
1454,0,22.8,14.0,1.0
4513,2,3.6,0.7,3.1
911,1,27.0,5.2,2.5
5899,1,24.1,5.3,2.8
2596,2,13.7,2.9,4.6
4681,0,6.3,2.2,0.5
2309,0,22.6,4.4,0.7
2112,1,18.5,4.0,1.0
5985,0,17.4,6.8,0.7
593,0,8.7,2.2,0.4
3570,7,3.4,1.2,6.5
3533,0,24.5,1.9,1.6
1288,5,8.6,2.4,4.0
1655,0,13.9,1.5,1.0
5731,0,23.8,4.3,1.1
2131,0,23.9,5.2,1.3
765,5,24.4,5.6,4.5
6249,4,2.9,3.4,2.9
5471,0,26.0,5.4,0.9
146,3,14.7,2.3,4.8
394,1,17.0,2.4,5.0
4945,1,2.1,0.8,2.1
3808,4,6.7,5.1,4.6
45,0,24.1,3.1,0.8
3494,7,0.9,2.3,7.6
4719,0,4.3,2.1,0.7
3336,0,1.8,0.5,1.3
4417,0,7.9,1.6,0.9
2159,0,24.6,5.7,1.2
1957,2,12.9,1.6,2.6
2184,0,25.1,2.6,2.2
4832,0,1.8,2.6,1.0
6244,0,22.8,14.0,1.0
5181,0,5.3,1.1,0.9
3497,12,15.0,4.6,10.1
2071,1,8.9,3.1,2.5
1367,9,5.1,2.0,11.9
3095,6,1.5,2.6,3.8
2364,0,24.5,8.0,0.9
6239,5,3.4,4.4,5.6
930,2,12.2,7.6,2.2
3512,0,24.5,8.2,0.9
2975,13,1.8,0.0,11.4
4786,0,19.7,6.2,1.0
4574,0,3.6,1.2,0.9
3141,0,24.1,6.5,1.1
5448,0,21.3,4.3,0.6
2581,0,25.4,4.5,0.8
5668,0,22.3,4.4,0.7
606,1,4.3,3.9,1.5
74,0,20.1,2.5,3.5
4886,0,4.3,0.8,1.0
1322,1,1.2,0.0,2.0
5921,0,17.9,4.9,0.8
113,0,24.8,5.0,3.9
3913,9,16.3,3.6,8.9
986,0,19.3,4.6,0.8
5883,0,24.5,5.0,0.7
222,0,22.4,2.0,1.0
1992,2,24.3,10.1,3.9
5484,1,1.5,2.2,2.8
4131,11,2.4,2.5,10.0
5391,0,18.0,3.8,5.7
1761,0,26.2,8.1,1.0
4443,0,1.8,3.6,0.9
4263,12,7.9,1.6,10.6
4180,5,19.3,3.2,4.8
4212,2,6.7,2.8,2.4
4043,17,20.3,5.1,17.5
3456,0,22.8,4.0,0.9
530,1,16.8,3.2,2.7
2590,0,2.8,1.6,0.7
3954,3,4.3,5.8,5.4
3630,4,18.9,4.9,5.1
2521,1,24.7,4.7,2.2
3051,4,7.3,1.9,3.7
5065,1,7.5,3.2,1.8
4782,0,7.6,3.2,0.2
5295,0,23.5,3.5,1.1
5870,0,21.0,3.3,1.2
5422,1,2.6,0.6,3.0
6105,1,7.8,3.3,1.0
3204,1,12.9,1.9,1.4
4931,1,15.8,4.0,3.2
1779,8,4.8,4.1,5.7
1025,0,24.2,2.4,1.6
3778,7,26.5,5.3,7.6
81,10,19.3,3.0,14.0
4876,0,2.5,2.6,4.1
2030,9,6.2,2.1,9.3
4054,1,24.8,4.0,7.1
1792,2,15.2,2.5,2.1
2716,8,2.2,2.6,7.5
3819,6,14.7,3.9,7.2
2673,4,24.7,5.5,3.2
6183,2,1.4,2.0,2.7
4653,1,6.7,0.2,3.6
3501,3,3.4,3.5,4.2
2563,0,22.5,3.6,0.5
3402,7,9.4,5.3,7.6
6293,1,6.7,0.5,1.3
1956,0,16.2,3.4,1.2
3869,20,24.3,4.5,22.1
4136,10,1.7,4.1,8.2
6053,0,2.3,1.5,0.7
5621,0,25.7,3.9,0.8
3136,0,26.3,3.9,1.1
311,5,7.4,4.5,5.5
1631,0,27.5,3.1,0.8
4260,0,23.0,5.1,0.8
2067,0,25.4,4.1,1.0
1426,3,11.6,4.6,3.3
2002,0,22.6,3.2,1.3
4453,8,0.7,2.1,8.8
3810,5,5.2,5.0,6.3
5104,1,14.7,3.7,1.6
2337,5,5.8,4.9,4.5
2440,1,26.0,5.3,1.5
128,8,20.6,1.5,13.8
1009,0,24.8,6.6,0.7
1813,0,18.6,2.3,0.9
1290,0,26.0,3.8,1.0
4753,0,1.2,3.8,1.5
3873,2,21.7,7.2,2.2
2771,4,10.0,3.4,3.6
201,2,20.3,4.1,1.8
5718,3,3.3,2.5,2.6
6257,15,11.5,4.1,13.4
954,0,7.8,2.2,0.0
2418,2,10.4,3.6,3.2
4020,0,26.0,3.2,3.5
829,0,23.2,4.1,0.6
2361,2,4.0,2.9,3.0
4689,1,4.5,0.5,1.7
3907,2,6.6,2.2,3.1
970,8,19.9,5.3,6.7
202,0,1.6,0.7,0.0
982,7,7.3,3.3,5.5
3696,1,5.5,33.3,2.2
3318,5,6.9,4.1,4.8
5129,1,16.3,3.9,1.9
2380,3,2.7,2.2,3.6
2486,0,23.0,5.8,0.7
5290,1,14.6,3.3,5.1
3097,1,24.4,3.2,2.0
6038,3,9.3,2.9,3.7
3089,10,12.3,5.1,8.0
1187,0,24.7,6.8,1.5
4447,12,18.6,5.3,8.4
3919,17,4.8,3.4,15.9
1595,7,1.5,2.4,7.1
4092,4,24.8,4.1,5.8
42,16,4.7,2.5,12.9
6351,10,11.5,3.7,6.8
3347,7,3.8,1.8,5.5
5843,4,15.8,6.9,6.1
1273,6,6.3,2.5,5.9
2182,5,17.4,4.4,5.5
574,0,26.8,4.0,1.0
1920,4,14.0,2.3,4.0
5978,0,18.7,5.4,2.2
856,5,5.8,3.4,4.9
1808,2,23.8,2.2,2.3
2620,2,4.5,1.9,3.1
1846,2,6.3,1.4,3.2
4034,1,25.4,7.9,2.6
4199,7,2.2,3.5,5.1
4995,0,4.4,4.0,0.6
2458,2,12.9,4.2,2.2
4700,0,7.1,6.6,0.3
988,2,31.3,10.4,2.5
5726,0,21.2,3.1,1.0
1433,7,26.3,7.0,7.0
4480,3,16.7,4.5,6.9
4152,3,4.2,1.3,3.2
711,0,28.6,5.8,0.0
2372,0,25.6,7.8,0.8
3850,6,24.0,7.8,5.3
4451,3,22.1,4.2,5.9
3565,2,19.1,2.8,3.6
1018,0,2.6,3.4,0.6
3887,2,25.5,6.6,2.6
3296,4,2.2,1.1,4.1
2963,1,17.3,3.8,2.0
4403,3,1.8,0.7,6.9
3461,0,25.9,6.7,0.8
4137,1,1.3,2.6,2.0
5011,4,11.9,3.8,4.6
4932,4,10.4,2.0,9.5
1681,2,7.7,2.1,2.5
1969,6,5.8,0.0,6.9
4794,0,7.3,1.8,3.7
5112,0,19.6,6.2,1.0
2051,0,23.4,8.3,0.8
4311,11,2.3,1.9,9.6
2146,0,4.5,3.1,1.6
2322,0,23.9,3.4,1.5
2696,9,3.8,4.1,9.5
2482,0,24.4,4.0,1.3
1370,0,24.6,8.8,2.3
1566,3,8.3,1.8,3.5
3596,0,23.2,3.5,5.6
3771,6,6.7,1.7,11.3
6400,13,21.2,4.5,11.2
4354,1,2.7,0.1,1.3
1516,7,9.7,2.9,8.1
3993,0,15.8,3.3,2.9
6350,2,1.1,2.0,5.6
2186,0,25.7,7.0,1.1
3308,3,2.6,1.9,2.3
3731,4,3.8,3.6,4.6
1037,4,25.7,5.2,5.4
2437,7,24.6,4.9,7.2
2999,4,14.3,3.0,7.4
1510,0,5.5,3.3,0.9
411,0,23.9,2.7,0.7
5325,0,2.5,3.2,0.9
4973,0,0.9,0.8,1.6
4075,6,20.0,3.4,6.0
1301,5,25.7,5.2,5.3
3259,14,18.4,5.1,12.0
1317,1,25.5,9.5,1.9
3316,11,7.4,4.9,12.8
777,0,0.8,3.4,0.9
5268,3,21.7,3.9,4.3
5610,1,15.6,2.5,7.4
4671,0,5.6,3.6,0.4
4854,0,16.5,5.5,0.9
2367,0,24.9,5.3,0.7
2476,2,12.8,2.0,1.9
4890,2,5.6,0.5,3.6
4169,1,18.6,3.6,4.2
25,12,3.4,3.3,9.7
3392,13,1.4,0.3,8.9
1408,1,26.6,2.5,1.2
1139,2,9.1,1.5,2.4
505,7,15.5,4.1,6.8
1560,9,19.0,2.4,6.8
1120,7,21.9,2.1,6.7
4682,0,20.2,7.1,0.8
601,0,25.3,5.0,0.8
4707,0,5.6,4.9,0.7
3941,0,28.5,5.1,1.1
2737,4,4.4,1.2,4.8
3851,5,20.6,5.0,6.9
2613,0,19.0,1.8,0.6
348,0,19.1,5.1,1.6
6348,0,6.7,1.8,5.9
5842,1,2.4,0.9,5.1
4878,0,6.3,3.1,1.1
6000,2,3.2,1.8,3.2
5207,6,13.9,0.5,6.7
629,0,25.8,4.6,0.9
5307,15,13.3,4.2,12.4
2548,0,16.0,3.5,0.9
5021,3,9.6,2.2,5.6
408,0,34.6,6.6,1.2
3391,0,25.3,3.9,1.0
164,1,18.0,1.9,5.4
5991,11,5.3,1.6,8.6
2336,1,8.4,3.1,2.3
4049,0,27.4,4.1,0.9
2426,0,2.9,2.9,0.6
1087,0,21.8,4.9,0.7
3770,1,5.1,3.2,1.8
4390,9,9.6,2.2,9.6
2914,0,28.0,4.0,2.3
2860,19,22.3,4.5,12.6
2363,2,17.5,2.3,1.8
4624,0,3.6,4.6,0.5
3881,11,11.5,3.1,9.1
4123,10,5.7,5.9,10.3
5890,1,16.6,4.8,3.9
274,2,15.4,2.6,3.5
1072,4,26.2,5.4,3.9
5103,1,12.9,3.9,1.4
675,1,3.5,3.1,1.1
5723,0,1.9,0.4,0.2
3382,21,3.1,1.9,15.2
3704,1,27.9,6.1,1.8
585,9,15.5,2.5,10.2
837,3,24.9,2.3,3.8
4806,3,7.0,0.6,4.9
4399,0,25.1,5.6,0.8
2615,1,18.5,2.3,4.6
2965,6,23.2,2.9,7.6
1437,0,8.5,2.9,0.6
1553,5,10.6,4.2,6.4
816,1,5.5,2.4,2.9
1243,10,12.5,2.6,7.7
4312,2,3.2,1.8,3.2
302,8,24.8,7.4,8.0
2619,0,7.8,1.2,1.4
6037,3,2.7,1.6,5.1
2678,1,4.8,3.9,1.5
2485,1,23.4,6.6,1.4
3936,1,23.1,5.3,6.2
6340,1,3.0,3.9,1.2
3162,0,13.5,3.7,0.8
1063,1,4.8,2.0,0.9
872,11,28.6,0.4,9.0
2819,0,22.8,9.5,0.7
5227,0,1.7,0.3,0.4
952,15,24.0,3.0,15.0
159,3,7.7,1.6,2.7
923,7,5.7,1.2,6.3
2770,0,3.8,0.6,0.9
4155,1,4.8,0.0,2.1
6286,2,3.6,6.7,1.8
4334,1,25.2,4.6,2.1
1975,0,25.9,5.4,0.7
4119,1,24.5,4.1,2.0
5220,2,4.3,2.6,3.1
4779,0,20.7,7.0,1.0
3735,2,25.9,8.5,4.0
2394,5,25.1,4.3,4.0
5565,0,23.7,4.2,0.9
3603,1,15.4,4.7,2.6
2056,2,25.0,3.1,3.4
4324,0,44.9,9.4,0.4
489,0,25.7,5.6,1.2
3713,3,24.5,8.4,3.5
4925,0,19.6,5.9,1.8
385,3,25.5,3.9,5.5
3488,1,24.8,4.4,1.2
2283,0,23.1,4.6,0.6
4111,22,25.0,6.0,17.2
1824,2,25.0,5.0,1.5
4365,12,25.2,6.6,13.6
4419,4,5.9,1.9,3.5
1588,0,25.0,4.0,0.7
6434,16,24.9,3.4,12.4
3348,5,16.5,1.6,5.6
6174,4,12.1,5.8,2.8
1751,6,27.7,3.1,5.2
1231,4,19.0,5.8,3.9
4089,0,1.7,1.2,0.6
3160,5,1.8,1.4,4.1
963,0,25.3,5.7,0.9
4593,0,20.3,7.1,1.1
352,0,19.0,9.0,1.5
1838,0,25.2,2.8,0.6
3945,2,4.0,2.1,2.8
5171,5,9.2,1.3,6.8
1,7,19.6,3.2,12.1
5504,0,2.5,2.7,0.1
4381,3,15.1,4.5,4.3
6198,2,20.2,4.2,1.0
783,5,25.9,5.7,4.6
5211,6,21.0,1.8,7.1
5033,1,5.4,2.0,1.6
2396,1,20.0,2.2,1.3
5192,1,6.7,3.9,4.2
68,3,18.8,3.8,2.8
403,9,20.4,4.9,8.2
3434,1,3.2,0.2,1.7
4893,3,4.7,1.1,7.3
6417,2,11.2,3.2,4.6
5780,1,3.7,4.0,5.5
4273,0,2.0,0.7,0.4
3428,13,8.2,3.2,10.5
2139,0,25.4,6.0,0.7
1200,1,24.7,10.1,1.1
2915,0,25.2,3.1,0.8
2300,0,25.1,1.3,0.7
1756,6,7.4,2.8,5.0
3486,5,24.5,1.9,2.8
1577,0,22.4,3.9,0.4
2719,0,22.6,4.2,0.9
2241,0,19.4,4.3,2.4
2774,4,5.4,3.0,2.7
1507,8,27.0,4.4,6.9
3749,10,4.0,1.3,9.0
2493,0,15.4,4.1,0.7
5457,0,24.1,4.8,1.9
538,10,9.3,3.5,11.2
1330,2,21.4,6.0,2.3
2303,0,2.6,0.8,1.0
2499,0,4.6,1.2,0.3
1612,0,7.6,6.8,0.9
1488,1,5.0,3.5,1.7
2018,0,2.6,1.9,0.1
1744,2,10.0,2.1,3.0
5689,1,27.7,4.0,1.4
5158,0,12.5,2.8,1.0
6070,0,5.7,1.4,0.9
5862,2,20.1,2.8,2.8
6303,0,3.2,2.2,0.9
5044,0,3.1,3.7,1.5
4606,0,2.5,5.0,0.1
1393,7,12.0,6.2,6.0
1508,9,11.8,1.9,5.2
1194,1,3.7,1.0,1.3
6147,1,8.6,3.4,2.2
6190,0,3.8,6.7,1.0
3800,3,11.3,3.4,2.8
5486,0,23.5,2.5,0.8
4677,0,14.7,3.7,1.6
5170,0,4.3,4.7,0.0
1931,2,23.4,3.4,1.2
2812,7,1.9,0.6,7.0
3974,1,16.6,5.3,7.1
2539,0,24.3,3.5,1.1
2669,1,3.6,1.9,1.1
3719,1,12.6,6.0,2.3
3248,0,23.7,5.1,0.9
4759,0,20.0,6.3,1.2
2822,14,13.7,3.0,10.4
573,0,22.4,3.9,1.6
696,0,7.2,5.3,0.0
6383,16,17.0,9.8,18.0
5743,0,23.8,5.0,0.7
5252,0,2.1,0.3,2.1
5447,0,15.0,5.9,1.1
2187,2,0.8,1.0,5.5
4022,0,28.2,5.1,2.5
5264,0,24.3,3.6,0.7
2045,3,24.7,4.1,4.2
282,2,11.1,2.7,2.2
258,5,3.5,4.1,5.0
2664,7,25.3,6.4,8.4
5360,3,25.7,4.0,3.9
3233,23,8.4,0.3,20.0
725,0,27.3,1.8,1.1
1636,14,21.7,7.4,12.2
4773,1,8.4,2.3,1.5
55,9,10.8,5.2,7.9
6001,0,16.9,3.1,1.2
5532,2,4.6,2.5,2.2
1411,5,19.5,3.6,5.7
2214,0,24.2,2.6,0.6
6294,10,2.8,1.7,10.8
2935,0,0.8,0.0,1.4
888,10,3.3,0.2,9.4
2954,3,12.3,4.2,4.6
1687,0,25.0,5.5,0.8
1819,2,18.0,2.8,1.8
3703,7,3.6,2.5,6.2
1972,4,5.3,2.3,3.7
714,0,25.9,3.0,2.4
4701,2,12.1,4.0,7.3
2286,0,25.5,7.8,0.8
6043,0,25.8,4.8,0.6
6438,6,4.3,2.7,6.6
5263,2,2.3,0.1,3.9
2848,0,22.4,7.0,0.8
4713,0,2.9,1.6,0.0
123,3,14.5,3.0,4.1
4430,0,6.1,2.9,0.9
5959,0,16.3,4.2,4.4
4400,11,18.9,5.5,6.7
980,5,27.2,2.3,4.3
175,0,24.6,2.9,0.9
581,6,16.4,3.5,8.4
5169,1,3.8,4.4,2.6
1616,10,22.7,4.1,8.1
5682,1,12.5,2.2,2.9
2876,5,22.9,3.5,6.3
6170,0,19.5,6.0,0.8
3243,3,15.7,2.1,3.4
1861,3,2.6,1.1,3.1
3575,6,20.7,2.3,5.5
3606,4,3.3,5.9,2.8
6102,10,24.9,0.9,8.3
2974,17,7.7,3.0,17.2
4505,12,5.4,2.5,10.1
4771,1,12.2,3.3,1.0
297,8,25.4,2.8,7.0
925,0,19.9,0.3,1.6
4118,1,18.6,3.2,4.5
5285,2,18.7,5.1,4.7
2115,1,25.4,3.2,2.7
4824,0,11.4,4.5,1.0
1307,8,28.5,5.3,7.4
4767,1,6.5,2.0,1.2
1672,0,27.4,7.1,2.0
1199,0,3.1,9.3,1.1
2229,0,22.9,5.6,0.7
6354,0,1.7,1.7,1.7
293,1,14.0,3.8,3.1
2690,0,24.9,16.2,1.1
4222,2,9.8,3.4,2.9
2579,4,18.1,2.4,3.0
5400,0,2.5,4.3,0.2
692,3,21.0,3.5,4.6
686,0,20.4,3.0,0.8
817,7,18.7,4.5,8.8
216,8,17.1,3.6,10.7
3325,2,2.6,2.4,3.0
4248,1,6.0,0.2,1.9
5766,0,24.9,4.6,1.0
3889,5,9.5,2.2,5.6
5925,7,10.0,4.2,9.0
6163,0,23.1,7.0,1.1
478,0,28.0,4.7,4.4
5267,0,18.9,12.4,0.9
5727,0,1.2,3.2,0.8
3198,2,18.2,1.9,4.6
812,7,4.5,2.7,4.6
4346,10,16.6,3.6,9.4
843,0,20.2,6.1,0.6
3056,7,7.8,5.7,5.7
2375,0,13.2,4.4,0.9
4069,0,24.3,7.5,1.4
2032,0,24.8,5.0,0.8
967,18,6.8,3.3,17.5
5820,2,10.7,0.6,3.5
5651,3,21.0,3.6,4.5
972,7,25.0,3.8,6.0
1896,0,24.9,7.4,0.8
4342,2,22.2,3.3,3.1
2704,8,7.2,4.1,6.6
6346,0,20.8,6.4,0.8
5341,8,7.3,3.2,7.1
3374,13,11.8,4.3,11.6
5289,12,25.0,5.0,10.7
5018,0,2.8,8.2,0.6
6393,2,25.9,8.5,4.0
5617,0,20.3,3.1,1.0
2951,2,2.5,1.4,2.5
1345,6,5.9,2.4,3.5
5749,0,24.7,5.6,0.7
975,4,25.3,3.8,4.8
5450,0,23.9,6.5,0.7
509,0,26.3,3.5,1.0
122,7,23.3,3.6,7.7
5753,2,24.8,5.1,3.6
5802,0,2.3,1.5,0.7
1710,0,24.5,5.0,0.8
2100,0,25.2,4.3,0.7
869,0,22.4,3.4,0.8
5811,3,4.2,2.9,4.2
1030,4,26.7,3.2,5.2
3463,10,2.8,1.4,8.7
4852,1,8.6,3.4,2.2
1998,0,24.5,2.5,0.7
3590,11,24.8,8.3,10.2
1156,6,18.1,3.6,5.4
3156,2,3.0,1.5,1.8
5577,4,14.5,2.1,3.7
